movieId,title,genres,tmdbId,tags_text,n_ratings,avg_rating,tmdb_page_url,poster_url,doc_text
1398,In Love and War (1996),Romance|War,26949,Hemingway,1,2.5,https://www.themoviedb.org/movie/26949,https://image.tmdb.org/t/p/w342/sX6MAU5LnYgh4w4Pg0AV18NypQD.jpg,Title: In Love and War (1996) | Genres: Romance|War | Tags: Hemingway | Avg rating: 2.5 (1 ratings)
1399,Marvin's Room (1996),Drama,9819,"",5,3.1,https://www.themoviedb.org/movie/9819,https://image.tmdb.org/t/p/w342/lTHq1K5Y6EDRjxTBvReXHY6AKQ3.jpg,Title: Marvin's Room (1996) | Genres: Drama | Tags:  | Avg rating: 3.1 (5 ratings)
1401,Ghosts of Mississippi (1996),Drama,31908,"",3,3.3333333333333335,https://www.themoviedb.org/movie/31908,https://image.tmdb.org/t/p/w342/gu81MbuLTPbw95xWuDuM7ddcCir.jpg,Title: Ghosts of Mississippi (1996) | Genres: Drama | Tags:  | Avg rating: 3.3333333333333335 (3 ratings)
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,3179,"",31,2.935483870967742,https://www.themoviedb.org/movie/3179,https://image.tmdb.org/t/p/w342/vqdgQiRCSzgpFXLlbxbybfkleBM.jpg,Title: Beavis and Butt-Head Do America (1996) | Genres: Adventure|Animation|Comedy|Crime | Tags:  | Avg rating: 2.935483870967742 (31 ratings)
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller,1802,"",2,4.5,https://www.themoviedb.org/movie/1802,https://image.tmdb.org/t/p/w342/vq2x8JfEoVrdQZqo0fppjw7ZI3d.jpg,Title: La Cérémonie (1995) | Genres: Crime|Drama|Mystery|Thriller | Tags:  | Avg rating: 4.5 (2 ratings)
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,4232,"slasher, spoof",70,3.2,https://www.themoviedb.org/movie/4232,https://image.tmdb.org/t/p/w342/lr9ZIrmuwVmZhpZuTCW8D9g0ZJe.jpg,"Title: Scream (1996) | Genres: Comedy|Horror|Mystery|Thriller | Tags: slasher, spoof | Avg rating: 3.2 (70 ratings)"
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,9361,"James Fennimore Cooper, Hawkeye",39,3.8333333333333335,https://www.themoviedb.org/movie/9361,https://image.tmdb.org/t/p/w342/qzJMPWRtZveBkxXOv3ucWhoJuyj.jpg,"Title: Last of the Mohicans, The (1992) | Genres: Action|Romance|War|Western | Tags: James Fennimore Cooper, Hawkeye | Avg rating: 3.8333333333333335 (39 ratings)"
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,2928,"",23,2.5,https://www.themoviedb.org/movie/2928,https://image.tmdb.org/t/p/w342/oprNZ2BvJG9ZV2g3JYeWQgsOZHe.jpg,Title: Michael (1996) | Genres: Comedy|Drama|Fantasy|Romance | Tags:  | Avg rating: 2.5 (23 ratings)
1411,Hamlet (1996),Crime|Drama|Romance,10549,Shakespeare,16,4.0,https://www.themoviedb.org/movie/10549,https://image.tmdb.org/t/p/w342/ilurgUOp6SCl4cuhfjctj1qxlfZ.jpg,Title: Hamlet (1996) | Genres: Crime|Drama|Romance | Tags: Shakespeare | Avg rating: 4.0 (16 ratings)
1412,Some Mother's Son (1996),Drama,58102,"",1,3.5,https://www.themoviedb.org/movie/58102,https://image.tmdb.org/t/p/w342/ngy7zafrXEDCUOPfolcbFofMDmI.jpg,Title: Some Mother's Son (1996) | Genres: Drama | Tags:  | Avg rating: 3.5 (1 ratings)
1413,"Whole Wide World, The (1996)",Drama,18451,Conan,2,4.25,https://www.themoviedb.org/movie/18451,https://image.tmdb.org/t/p/w342/ajMk4ueXcOCbxwJjJecltiGhYrn.jpg,"Title: Whole Wide World, The (1996) | Genres: Drama | Tags: Conan | Avg rating: 4.25 (2 ratings)"
1414,Mother (1996),Comedy,27265,"",8,3.0,https://www.themoviedb.org/movie/27265,https://image.tmdb.org/t/p/w342/mxJJ0IEOOdvMo5yO7rcJBqyZ11n.jpg,Title: Mother (1996) | Genres: Comedy | Tags:  | Avg rating: 3.0 (8 ratings)
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,49935,"",2,2.5,https://www.themoviedb.org/movie/49935,https://image.tmdb.org/t/p/w342/meeBmnlkMP8UhrPvZKv83jjhd2E.jpg,"Title: Thieves (Voleurs, Les) (1996) | Genres: Crime|Drama|Romance | Tags:  | Avg rating: 2.5 (2 ratings)"
1416,Evita (1996),Drama|Musical,8818,Andrew Lloyd Weber,12,3.4166666666666665,https://www.themoviedb.org/movie/8818,https://image.tmdb.org/t/p/w342/hkcSlu3PMw0WyC9vHlvML6nK3Id.jpg,Title: Evita (1996) | Genres: Drama|Musical | Tags: Andrew Lloyd Weber | Avg rating: 3.4166666666666665 (12 ratings)
1417,"Portrait of a Lady, The (1996)",Drama,36758,"",2,3.25,https://www.themoviedb.org/movie/36758,https://image.tmdb.org/t/p/w342/yoUuMtWTQXzfARYE0nF7Nn7gRuS.jpg,"Title: Portrait of a Lady, The (1996) | Genres: Drama | Tags:  | Avg rating: 3.25 (2 ratings)"
1419,Walkabout (1971),Adventure|Drama,36040,"",2,4.25,https://www.themoviedb.org/movie/36040,https://image.tmdb.org/t/p/w342/24vooYt5StgtgcQObVr1GHuM5gy.jpg,Title: Walkabout (1971) | Genres: Adventure|Drama | Tags:  | Avg rating: 4.25 (2 ratings)
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,9415,"",4,2.75,https://www.themoviedb.org/movie/9415,https://image.tmdb.org/t/p/w342/4WPR0m8zuzFAcRJAHcGs1AxkkpB.jpg,Title: Murder at 1600 (1997) | Genres: Crime|Drama|Mystery|Thriller | Tags:  | Avg rating: 2.75 (4 ratings)
1423,Hearts and Minds (1996),Drama,55146,"In Netflix queue, Vietnam",1,4.0,https://www.themoviedb.org/movie/55146,https://image.tmdb.org/t/p/w342/74CK1qibFcIR45SAwLZ32cQjAZ6.jpg,"Title: Hearts and Minds (1996) | Genres: Drama | Tags: In Netflix queue, Vietnam | Avg rating: 4.0 (1 ratings)"
1425,Fierce Creatures (1997),Comedy,12145,"",8,3.0,https://www.themoviedb.org/movie/12145,https://image.tmdb.org/t/p/w342/1Wl0zSEngmsTXjQMVE0GD5s85cM.jpg,Title: Fierce Creatures (1997) | Genres: Comedy | Tags:  | Avg rating: 3.0 (8 ratings)
1426,Zeus and Roxanne (1997),Children,42424,"",1,1.0,https://www.themoviedb.org/movie/42424,https://image.tmdb.org/t/p/w342/igyTJ9cFwjcuzMM5oa0lknRyvYv.jpg,Title: Zeus and Roxanne (1997) | Genres: Children | Tags:  | Avg rating: 1.0 (1 ratings)
1427,Turbulence (1997),Action|Thriller,34314,"",1,1.0,https://www.themoviedb.org/movie/34314,https://image.tmdb.org/t/p/w342/gnsxWkxWHPXMOAzXvS7aKMSKP0N.jpg,Title: Turbulence (1997) | Genres: Action|Thriller | Tags:  | Avg rating: 1.0 (1 ratings)
1428,Angel Baby (1995),Drama,2892,"",2,3.0,https://www.themoviedb.org/movie/2892,https://image.tmdb.org/t/p/w342/uiZJfBKWav33Kp1NTyrU3NjvOJf.jpg,Title: Angel Baby (1995) | Genres: Drama | Tags:  | Avg rating: 3.0 (2 ratings)
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,9404,"",20,3.575,https://www.themoviedb.org/movie/9404,https://image.tmdb.org/t/p/w342/bRHbteT4IORJOXY0Qrnb4FPXRS0.jpg,Title: First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996) | Genres: Action|Adventure|Comedy|Thriller | Tags:  | Avg rating: 3.575 (20 ratings)
1430,Underworld (1996),Comedy|Thriller,85242,"",3,3.0,https://www.themoviedb.org/movie/85242,https://image.tmdb.org/t/p/w342/3kPjFZaGrxalI21CeFUNpNqjXpH.jpg,Title: Underworld (1996) | Genres: Comedy|Thriller | Tags:  | Avg rating: 3.0 (3 ratings)
1431,Beverly Hills Ninja (1997),Action|Comedy,9622,"",16,2.46875,https://www.themoviedb.org/movie/9622,https://image.tmdb.org/t/p/w342/kAUtHecWe0KS54jNggapnbHBGTI.jpg,Title: Beverly Hills Ninja (1997) | Genres: Action|Comedy | Tags:  | Avg rating: 2.46875 (16 ratings)
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller,8860,"",7,2.7142857142857144,https://www.themoviedb.org/movie/8860,https://image.tmdb.org/t/p/w342/nvfyHYv1EDpYai5pCGqBeRf3tax.jpg,Title: Metro (1997) | Genres: Action|Comedy|Crime|Drama|Thriller | Tags:  | Avg rating: 2.7142857142857144 (7 ratings)
1437,"Cement Garden, The (1993)",Drama,14832,"",2,4.25,https://www.themoviedb.org/movie/14832,https://image.tmdb.org/t/p/w342/vtaZ8nJ46UKkqlHOgcdeMoYr9N0.jpg,"Title: Cement Garden, The (1993) | Genres: Drama | Tags:  | Avg rating: 4.25 (2 ratings)"
1438,Dante's Peak (1997),Action|Thriller,9619,"",24,2.625,https://www.themoviedb.org/movie/9619,https://image.tmdb.org/t/p/w342/6N73uiHHGDBoaAECYc0R39O3fre.jpg,Title: Dante's Peak (1997) | Genres: Action|Thriller | Tags:  | Avg rating: 2.625 (24 ratings)
1439,Meet Wally Sparks (1997),Comedy,40506,"",3,2.1666666666666665,https://www.themoviedb.org/movie/40506,https://image.tmdb.org/t/p/w342/mD30gucf7NkKNFyqEMEag7l63VO.jpg,Title: Meet Wally Sparks (1997) | Genres: Comedy | Tags:  | Avg rating: 2.1666666666666665 (3 ratings)
1440,Amos & Andrew (1993),Comedy,31000,"",2,1.5,https://www.themoviedb.org/movie/31000,https://image.tmdb.org/t/p/w342/IdhtO8iqvmyEJtcjThthZPOiaV.jpg,Title: Amos & Andrew (1993) | Genres: Comedy | Tags:  | Avg rating: 1.5 (2 ratings)
1441,Benny & Joon (1993),Comedy|Romance,4104,"mental illness, Not Seen",19,3.473684210526316,https://www.themoviedb.org/movie/4104,https://image.tmdb.org/t/p/w342/7g7qYdUN9wDXJGIOj6U67RPIBHO.jpg,"Title: Benny & Joon (1993) | Genres: Comedy|Romance | Tags: mental illness, Not Seen | Avg rating: 3.473684210526316 (19 ratings)"
1442,Prefontaine (1997),Drama,26306,"",5,3.5,https://www.themoviedb.org/movie/26306,https://image.tmdb.org/t/p/w342/3jtG9mgfiZRTRQf19BiUAY6QPN3.jpg,Title: Prefontaine (1997) | Genres: Drama | Tags:  | Avg rating: 3.5 (5 ratings)
1445,McHale's Navy (1997),Comedy|War,14908,"",7,2.142857142857143,https://www.themoviedb.org/movie/14908,https://image.tmdb.org/t/p/w342/tg9qzqF349j526pNZnjPB4p2UED.jpg,Title: McHale's Navy (1997) | Genres: Comedy|War | Tags:  | Avg rating: 2.142857142857143 (7 ratings)
1446,Kolya (Kolja) (1996),Comedy|Drama,784,In Netflix queue,7,4.428571428571429,https://www.themoviedb.org/movie/784,https://image.tmdb.org/t/p/w342/lYVhxTlZ4bYZWnPEA0vUlOJr4lB.jpg,Title: Kolya (Kolja) (1996) | Genres: Comedy|Drama | Tags: In Netflix queue | Avg rating: 4.428571428571429 (7 ratings)
1447,Gridlock'd (1997),Crime,12489,"",4,3.375,https://www.themoviedb.org/movie/12489,https://image.tmdb.org/t/p/w342/jlOL8fLsG0tGBtkj9qzHgqcHPVV.jpg,Title: Gridlock'd (1997) | Genres: Crime | Tags:  | Avg rating: 3.375 (4 ratings)
1449,Waiting for Guffman (1996),Comedy,16448,mockumentary,24,3.875,https://www.themoviedb.org/movie/16448,https://image.tmdb.org/t/p/w342/zuArI6EBpV6mExrvfnyidoOtzdf.jpg,Title: Waiting for Guffman (1996) | Genres: Comedy | Tags: mockumentary | Avg rating: 3.875 (24 ratings)
1453,"Beautician and the Beast, The (1997)",Comedy|Romance,17894,"",3,1.8333333333333333,https://www.themoviedb.org/movie/17894,https://image.tmdb.org/t/p/w342/s2RaTrqoPvD4eYEaZCyF0zFbbpV.jpg,"Title: Beautician and the Beast, The (1997) | Genres: Comedy|Romance | Tags:  | Avg rating: 1.8333333333333333 (3 ratings)"
1454,SubUrbia (1997),Comedy|Drama,28059,"",6,3.75,https://www.themoviedb.org/movie/28059,https://image.tmdb.org/t/p/w342/7PdRbG09K9JHYyOwwCSn3OdJb0N.jpg,Title: SubUrbia (1997) | Genres: Comedy|Drama | Tags:  | Avg rating: 3.75 (6 ratings)
1456,"Pest, The (1997)",Comedy,17949,"",1,2.0,https://www.themoviedb.org/movie/17949,https://image.tmdb.org/t/p/w342/rmxgXwRgWJ3Ds9VQX7SDRIGJYvk.jpg,"Title: Pest, The (1997) | Genres: Comedy | Tags:  | Avg rating: 2.0 (1 ratings)"
1457,Fools Rush In (1997),Comedy|Drama|Romance,1968,"",12,3.0833333333333335,https://www.themoviedb.org/movie/1968,https://image.tmdb.org/t/p/w342/tcRaMjWoF8K7h1LqOH7FOOLRQ3e.jpg,Title: Fools Rush In (1997) | Genres: Comedy|Drama|Romance | Tags:  | Avg rating: 3.0833333333333335 (12 ratings)
1458,Touch (1997),Drama|Fantasy|Romance,61563,"",1,4.0,https://www.themoviedb.org/movie/61563,https://image.tmdb.org/t/p/w342/4KEkCiId2lhKgSM6sAGSuG9BjdH.jpg,Title: Touch (1997) | Genres: Drama|Fantasy|Romance | Tags:  | Avg rating: 4.0 (1 ratings)
1459,Absolute Power (1997),Mystery|Thriller,66,"",12,2.6666666666666665,https://www.themoviedb.org/movie/66,https://image.tmdb.org/t/p/w342/nJRJvWufoLymvNA0Nk5Z0kqsWyk.jpg,Title: Absolute Power (1997) | Genres: Mystery|Thriller | Tags:  | Avg rating: 2.6666666666666665 (12 ratings)
1460,That Darn Cat (1997),Children|Comedy|Mystery,20735,"",2,3.25,https://www.themoviedb.org/movie/20735,https://image.tmdb.org/t/p/w342/6ePLTI633Qyb9iSylyObUPxnlYr.jpg,Title: That Darn Cat (1997) | Genres: Children|Comedy|Mystery | Tags:  | Avg rating: 3.25 (2 ratings)
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,11419,"",8,2.3125,https://www.themoviedb.org/movie/11419,https://image.tmdb.org/t/p/w342/jUOreo2AWDnPuRJsUp6T1i66tUe.jpg,Title: Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997) | Genres: Comedy | Tags:  | Avg rating: 2.3125 (8 ratings)
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,638,"",17,3.264705882352941,https://www.themoviedb.org/movie/638,https://image.tmdb.org/t/p/w342/fdTtij6H0sX9AzIjUeynh5zbfm7.jpg,Title: Lost Highway (1997) | Genres: Crime|Drama|Fantasy|Film-Noir|Mystery|Romance | Tags:  | Avg rating: 3.264705882352941 (17 ratings)
1465,Rosewood (1997),Action|Drama,25624,"",3,3.3333333333333335,https://www.themoviedb.org/movie/25624,https://image.tmdb.org/t/p/w342/5EeTYDXdrpD9mZSSwsrFbqgok9U.jpg,Title: Rosewood (1997) | Genres: Action|Drama | Tags:  | Avg rating: 3.3333333333333335 (3 ratings)
1466,Donnie Brasco (1997),Crime|Drama,9366,Mafia,52,3.7403846153846154,https://www.themoviedb.org/movie/9366,https://image.tmdb.org/t/p/w342/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,Title: Donnie Brasco (1997) | Genres: Crime|Drama | Tags: Mafia | Avg rating: 3.7403846153846154 (52 ratings)
1468,Booty Call (1997),Comedy|Romance,21915,"",5,2.6,https://www.themoviedb.org/movie/21915,https://image.tmdb.org/t/p/w342/1pQpHVm3AXIwbBUnwGEQ0q95E0L.jpg,Title: Booty Call (1997) | Genres: Comedy|Romance | Tags:  | Avg rating: 2.6 (5 ratings)
1473,Best Men (1997),Action|Comedy|Crime|Drama,19952,"",1,4.0,https://www.themoviedb.org/movie/19952,https://image.tmdb.org/t/p/w342/dDutboDhQeIGZ0VOMI8RkM7MWm3.jpg,Title: Best Men (1997) | Genres: Action|Comedy|Crime|Drama | Tags:  | Avg rating: 4.0 (1 ratings)
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,9446,jungle,11,2.1363636363636362,https://www.themoviedb.org/movie/9446,https://image.tmdb.org/t/p/w342/xRKfvheWRfkirm0kzdBAydUjiK5.jpg,Title: Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997) | Genres: Children|Comedy | Tags: jungle | Avg rating: 2.1363636363636362 (11 ratings)
1475,Kama Sutra: A Tale of Love (1996),Romance,28005,"",1,4.0,https://www.themoviedb.org/movie/28005,https://image.tmdb.org/t/p/w342/sptijXzApZhbOyqYq9P7627RAYw.jpg,Title: Kama Sutra: A Tale of Love (1996) | Genres: Romance | Tags:  | Avg rating: 4.0 (1 ratings)
1476,Private Parts (1997),Comedy|Drama,9403,"",26,3.5384615384615383,https://www.themoviedb.org/movie/9403,https://image.tmdb.org/t/p/w342/8nCc9fhXCVvetlqpxkrCTc9NwOz.jpg,Title: Private Parts (1997) | Genres: Comedy|Drama | Tags:  | Avg rating: 3.5384615384615383 (26 ratings)
1477,Love Jones (1997),Romance,27322,"",1,4.0,https://www.themoviedb.org/movie/27322,https://image.tmdb.org/t/p/w342/7LdKsfON12uEyDEKY9mZASlx8Nf.jpg,Title: Love Jones (1997) | Genres: Romance | Tags:  | Avg rating: 4.0 (1 ratings)
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,10003,"",30,3.216666666666667,https://www.themoviedb.org/movie/10003,https://image.tmdb.org/t/p/w342/k43wPAVeepqzGwP52dKcknQjquj.jpg,"Title: Saint, The (1997) | Genres: Action|Romance|Sci-Fi|Thriller | Tags:  | Avg rating: 3.216666666666667 (30 ratings)"
1480,Smilla's Sense of Snow (1997),Drama|Thriller,9311,"",11,3.3636363636363638,https://www.themoviedb.org/movie/9311,https://image.tmdb.org/t/p/w342/3eeCYGVWb4Ic8SFpARGWOjyl9Md.jpg,Title: Smilla's Sense of Snow (1997) | Genres: Drama|Thriller | Tags:  | Avg rating: 3.3636363636363638 (11 ratings)
1483,Crash (1996),Drama|Thriller,884,"",11,3.090909090909091,https://www.themoviedb.org/movie/884,https://image.tmdb.org/t/p/w342/gpai5oUFyFGLHOCsYTvVMqlbY7A.jpg,Title: Crash (1996) | Genres: Drama|Thriller | Tags:  | Avg rating: 3.090909090909091 (11 ratings)
1484,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance,49806,"",3,3.6666666666666665,https://www.themoviedb.org/movie/49806,https://image.tmdb.org/t/p/w342/bDmconT9Fj0dnXdV5LaGAxXrVFN.jpg,"Title: Daytrippers, The (1996) | Genres: Comedy|Drama|Mystery|Romance | Tags:  | Avg rating: 3.6666666666666665 (3 ratings)"
1485,Liar Liar (1997),Comedy,1624,lawyer,74,3.0337837837837838,https://www.themoviedb.org/movie/1624,https://image.tmdb.org/t/p/w342/p1habYSdC7oD3WygQ5lynU5G5rV.jpg,Title: Liar Liar (1997) | Genres: Comedy | Tags: lawyer | Avg rating: 3.0337837837837838 (74 ratings)
1487,Selena (1997),Drama|Musical,16052,"",5,3.0,https://www.themoviedb.org/movie/16052,https://image.tmdb.org/t/p/w342/j8xX3yBAFOayfSaImgLZPnAcdWz.jpg,Title: Selena (1997) | Genres: Drama|Musical | Tags:  | Avg rating: 3.0 (5 ratings)
1488,"Devil's Own, The (1997)",Action|Drama|Thriller,4477,"",15,2.8333333333333335,https://www.themoviedb.org/movie/4477,https://image.tmdb.org/t/p/w342/3KIPu7H3tST0j4tpqdKpQZUBCQz.jpg,"Title: Devil's Own, The (1997) | Genres: Action|Drama|Thriller | Tags:  | Avg rating: 2.8333333333333335 (15 ratings)"
1489,Cats Don't Dance (1997),Animation|Children|Musical,24662,"",2,3.0,https://www.themoviedb.org/movie/24662,https://image.tmdb.org/t/p/w342/6CrgfB0dNUsanaMWHTv0Y6AFeNd.jpg,Title: Cats Don't Dance (1997) | Genres: Animation|Children|Musical | Tags:  | Avg rating: 3.0 (2 ratings)
1490,B*A*P*S (1997),Comedy,18423,"",2,1.5,https://www.themoviedb.org/movie/18423,https://image.tmdb.org/t/p/w342/yi40NrDfdv8vX0aoWvis3CnCVWj.jpg,Title: B*A*P*S (1997) | Genres: Comedy | Tags:  | Avg rating: 1.5 (2 ratings)
1493,Love and Other Catastrophes (1996),Romance,76996,"",1,3.5,https://www.themoviedb.org/movie/76996,https://image.tmdb.org/t/p/w342/dhlW5z7HSFZDUIYu85PuPdriY4L.jpg,Title: Love and Other Catastrophes (1996) | Genres: Romance | Tags:  | Avg rating: 3.5 (1 ratings)
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,6499,"",2,2.0,https://www.themoviedb.org/movie/6499,https://image.tmdb.org/t/p/w342/4mau5EXQoKUTiS5wx3Wocwrh5hG.jpg,Title: Turbo: A Power Rangers Movie (1997) | Genres: Action|Adventure|Children | Tags:  | Avg rating: 2.0 (2 ratings)
1496,Anna Karenina (1997),Drama|Romance,50512,Tolstoy,1,4.0,https://www.themoviedb.org/movie/50512,https://image.tmdb.org/t/p/w342/3ICgdNGD3CE2QeAj1g3dzdLGyFb.jpg,Title: Anna Karenina (1997) | Genres: Drama|Romance | Tags: Tolstoy | Avg rating: 4.0 (1 ratings)
1497,Double Team (1997),Action,9405,"",3,4.0,https://www.themoviedb.org/movie/9405,https://image.tmdb.org/t/p/w342/tUzF2S15iX4Hn6ikbFX1YP3SDEQ.jpg,Title: Double Team (1997) | Genres: Action | Tags:  | Avg rating: 4.0 (3 ratings)
1498,Inventing the Abbotts (1997),Drama|Romance,12723,"",5,3.0,https://www.themoviedb.org/movie/12723,https://image.tmdb.org/t/p/w342/ysfD96fF56BEzpktyDWChC8Epgs.jpg,Title: Inventing the Abbotts (1997) | Genres: Drama|Romance | Tags:  | Avg rating: 3.0 (5 ratings)
1499,Anaconda (1997),Action|Adventure|Thriller,9360,"",27,1.9259259259259258,https://www.themoviedb.org/movie/9360,https://image.tmdb.org/t/p/w342/33NysOnLpLZY0ewHTcfpalzAsRG.jpg,Title: Anaconda (1997) | Genres: Action|Adventure|Thriller | Tags:  | Avg rating: 1.9259259259259258 (27 ratings)
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,9434,"hit men, reunion",59,3.610169491525424,https://www.themoviedb.org/movie/9434,https://image.tmdb.org/t/p/w342/7lQ0MSNQqBTYpXTTZL82u1n95Z3.jpg,"Title: Grosse Pointe Blank (1997) | Genres: Comedy|Crime|Romance | Tags: hit men, reunion | Avg rating: 3.610169491525424 (59 ratings)"
1502,Kissed (1996),Drama|Romance,21626,"",2,2.5,https://www.themoviedb.org/movie/21626,https://image.tmdb.org/t/p/w342/sLHamI4Qrtg1YyUVsMbh1diCAyg.jpg,Title: Kissed (1996) | Genres: Drama|Romance | Tags:  | Avg rating: 2.5 (2 ratings)
1503,8 Heads in a Duffel Bag (1997),Comedy,13982,"",4,3.0,https://www.themoviedb.org/movie/13982,https://image.tmdb.org/t/p/w342/dbjS5UH7JvsQwSLMYMY5GQOSwv1.jpg,Title: 8 Heads in a Duffel Bag (1997) | Genres: Comedy | Tags:  | Avg rating: 3.0 (4 ratings)
1507,Paradise Road (1997),Drama|War,77223,"",1,3.5,https://www.themoviedb.org/movie/77223,https://image.tmdb.org/t/p/w342/mEA7Iv1e6HqpSGMfVUdUfYOusNU.jpg,Title: Paradise Road (1997) | Genres: Drama|War | Tags:  | Avg rating: 3.5 (1 ratings)
1513,Romy and Michele's High School Reunion (1997),Comedy,9611,reunion,29,2.9655172413793105,https://www.themoviedb.org/movie/9611,https://image.tmdb.org/t/p/w342/yLxgglhaP2QfWVZTdrv7mZgvuHL.jpg,Title: Romy and Michele's High School Reunion (1997) | Genres: Comedy | Tags: reunion | Avg rating: 2.9655172413793105 (29 ratings)
1514,Temptress Moon (Feng Yue) (1996),Romance,47694,"",1,3.0,https://www.themoviedb.org/movie/47694,https://image.tmdb.org/t/p/w342/qpuVUxfLKlzQDqzMY4oTR1RCQNA.jpg,Title: Temptress Moon (Feng Yue) (1996) | Genres: Romance | Tags:  | Avg rating: 3.0 (1 ratings)
1515,Volcano (1997),Action|Drama|Thriller,10357,"",15,2.1,https://www.themoviedb.org/movie/10357,https://image.tmdb.org/t/p/w342/5xIjktjXuro7anZ6AR58t5ZYWjQ.jpg,Title: Volcano (1997) | Genres: Action|Drama|Thriller | Tags:  | Avg rating: 2.1 (15 ratings)
1516,Children of the Revolution (1996),Comedy,9977,"",1,3.0,https://www.themoviedb.org/movie/9977,https://image.tmdb.org/t/p/w342/jfL0X3Ym9R9QDkUQZufwzVq12F0.jpg,Title: Children of the Revolution (1996) | Genres: Comedy | Tags:  | Avg rating: 3.0 (1 ratings)
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,816,"",100,3.535,https://www.themoviedb.org/movie/816,https://image.tmdb.org/t/p/w342/5uD4dxNX8JKFjWKYMHyOsqhi5pN.jpg,Title: Austin Powers: International Man of Mystery (1997) | Genres: Action|Adventure|Comedy | Tags:  | Avg rating: 3.535 (100 ratings)
1518,Breakdown (1997),Action|Thriller,2163,"",13,3.3461538461538463,https://www.themoviedb.org/movie/2163,https://image.tmdb.org/t/p/w342/m3VB59ppr1RlpxNUYRUfZTgjgU.jpg,Title: Breakdown (1997) | Genres: Action|Thriller | Tags:  | Avg rating: 3.3461538461538463 (13 ratings)
1519,Broken English (1996),Drama,124680,"",1,1.0,https://www.themoviedb.org/movie/124680,https://image.tmdb.org/t/p/w342/137yYXxYLGvm6UrkQfkpdWCV83k.jpg,Title: Broken English (1996) | Genres: Drama | Tags:  | Avg rating: 1.0 (1 ratings)
1526,Fathers' Day (1997),Comedy,12499,"",3,1.0,https://www.themoviedb.org/movie/12499,https://image.tmdb.org/t/p/w342/834wRxQRbbctFupf8AES7CCeTSM.jpg,Title: Fathers' Day (1997) | Genres: Comedy | Tags:  | Avg rating: 1.0 (3 ratings)
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,18,"",116,3.7456896551724137,https://www.themoviedb.org/movie/18,https://image.tmdb.org/t/p/w342/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,"Title: Fifth Element, The (1997) | Genres: Action|Adventure|Comedy|Sci-Fi | Tags:  | Avg rating: 3.7456896551724137 (116 ratings)"
1529,Nowhere (1997),Comedy|Drama,1811,"",3,3.3333333333333335,https://www.themoviedb.org/movie/1811,https://image.tmdb.org/t/p/w342/c1TZKfzvATep5x5DthqWjjWtU2l.jpg,Title: Nowhere (1997) | Genres: Comedy|Drama | Tags:  | Avg rating: 3.3333333333333335 (3 ratings)
1533,"Promise, The (La promesse) (1996)",Drama,105045,"",2,4.5,https://www.themoviedb.org/movie/105045,https://image.tmdb.org/t/p/w342/pa0g9SFf6LglgrIJ2niDL9v7r6O.jpg,"Title: Promise, The (La promesse) (1996) | Genres: Drama | Tags:  | Avg rating: 4.5 (2 ratings)"
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,11239,ballroom dance,13,3.8076923076923075,https://www.themoviedb.org/movie/11239,https://image.tmdb.org/t/p/w342/rCpqoo4phrDQSaLs9ToJnAqPG83.jpg,Title: Shall We Dance? (Shall We Dansu?) (1996) | Genres: Comedy|Drama|Romance | Tags: ballroom dance | Avg rating: 3.8076923076923075 (13 ratings)
1541,Addicted to Love (1997),Comedy|Romance,2058,"",10,2.7,https://www.themoviedb.org/movie/2058,https://image.tmdb.org/t/p/w342/sRfuSc6E9GvVaOHdPv4vG3ywfMw.jpg,Title: Addicted to Love (1997) | Genres: Comedy|Romance | Tags:  | Avg rating: 2.7 (10 ratings)
